Mess_ID,Date,Weekly_Crowd,Is_Holiday,Temperature,Menu_Score,Event_Intensity_Index,Stress_Level
1,30-09-2011,13946,0,79.69,1.645,7.22,7.962
1,7/10/2011,16310,0,69.31,1.715,7.23,7.866
1,14-10-2011,14935,0,71.74,1.726,7.25,7.866
1,21-10-2011,15026,0,63.71,1.647,7.25,7.866
1,28-10-2011,14452,0,66.57,1.628,7.26,7.866
1,4/11/2011,16972,0,54.98,1.668,7.26,7.866
1,11/11/2011,15949,0,59.11,1.703,7.27,7.866
1,18-11-2011,15395,0,62.25,1.692,7.27,7.866
1,25-11-2011,20333,1,60.14,1.764,7.28,7.866
1,2/12/2011,15841,0,48.91,1.828,7.29,7.866
1,9/12/2011,17997,0,43.93,1.842,7.3,7.866
1,16-12-2011,18812,0,51.63,1.841,7.31,7.866
1,23-12-2011,22702,0,47.96,1.888,7.31,7.866
1,30-12-2011,14975,1,44.55,1.871,7.32,7.866
1,6/1/2012,15504,0,49.01,1.843,7.32,7.348
1,13-01-2012,14596,0,48.53,1.739,7.33,7.348
1,20-01-2012,13944,0,54.11,1.732,7.33,7.348
1,27-01-2012,13193,0,54.26,1.71,7.34,7.348
1,3/2/2012,16363,0,56.55,1.64,7.34,7.348
1,10/2/2012,18025,1,48.02,1.591,7.34,7.348
1,17-02-2012,18199,0,45.32,1.49,7.35,7.348
1,24-02-2012,15394,0,57.25,1.445,7.35,7.348
1,2/3/2012,16884,0,60.96,1.37,7.36,7.348
1,9/3/2012,16754,0,58.76,1.331,7.37,7.348
1,16-03-2012,16775,0,64.74,1.266,7.37,7.348
1,23-03-2012,15111,0,65.93,1.213,7.38,7.348
1,30-03-2012,16496,0,67.61,1.155,7.38,7.348
1,6/4/2012,18997,0,70.43,1.109,7.38,7.143
1,13-04-2012,16210,0,69.07,1.109,7.38,7.143
1,20-04-2012,15216,0,66.76,1.123,7.39,7.143
1,27-04-2012,14689,0,67.23,1.186,7.39,7.143
1,4/5/2012,16845,0,75.55,1.251,7.39,7.143
1,11/5/2012,16111,0,73.77,1.312,7.39,7.143
1,18-05-2012,15959,0,70.33,1.37,7.39,7.143
1,25-05-2012,15554,0,77.22,1.439,7.39,7.143
1,1/6/2012,16245,0,77.95,1.499,7.39,7.143
1,8/6/2012,16972,0,78.3,1.548,7.39,7.143
1,15-06-2012,16306,0,79.35,1.607,7.39,7.143
1,22-06-2012,15278,0,78.39,1.654,7.39,7.143
1,29-06-2012,15404,0,84.88,1.714,7.39,7.143
1,6/7/2012,17699,0,81.57,1.773,7.4,6.908
1,13-07-2012,15270,0,77.12,1.744,7.4,6.908
1,20-07-2012,14980,0,80.42,1.689,7.4,6.908
1,27-07-2012,14391,0,82.66,1.593,7.4,6.908
1,3/8/2012,16311,0,86.11,1.583,7.4,6.908
1,10/8/2012,15924,0,85.05,1.506,7.4,6.908
1,17-08-2012,15979,0,84.85,1.429,7.4,6.908
1,24-08-2012,14941,0,77.66,1.38,7.41,6.908
1,31-08-2012,15821,0,80.49,1.362,7.41,6.908
1,7/9/2012,16618,1,83.96,1.27,7.41,6.908
1,14-09-2012,15174,0,74.97,1.283,7.42,6.908
1,21-09-2012,15061,0,69.87,1.279,7.43,6.908
1,28-09-2012,14371,0,76.08,1.334,7.43,6.908
1,5/10/2012,16708,0,68.55,1.383,7.44,6.573
1,12/10/2012,15731,0,62.99,1.399,7.45,6.573
1,19-10-2012,15081,0,67.97,1.406,7.45,6.573
1,26-10-2012,14937,0,69.16,1.494,7.45,6.573
2,5/2/2010,21370,0,40.19,2.428,7.03,8.324
2,12/2/2010,21378,1,38.49,2.452,7.03,8.324
2,19-02-2010,21245,0,39.69,2.486,7.03,8.324
2,26-02-2010,18651,0,46.1,2.439,7.03,8.324
2,5/3/2010,19910,0,47.17,2.375,7.03,8.324
2,12/3/2010,19905,0,57.56,2.333,7.03,8.324
2,19-03-2010,19461,0,54.52,2.28,7.03,8.324
2,26-03-2010,17502,0,51.26,2.268,7.02,8.324
2,2/4/2010,20662,0,63.27,2.281,7.02,8.2
2,9/4/2010,19547,0,65.41,2.23,7.01,8.2
2,16-04-2010,18750,0,68.07,2.192,7,8.2
2,23-04-2010,18220,0,65.11,2.205,7,8.2
2,30-04-2010,18025,0,66.98,2.22,7,8.2
2,7/5/2010,20426,0,71.28,2.165,7,8.2
2,14-05-2010,18808,0,73.31,2.146,7,8.2
2,21-05-2010,18969,0,74.83,2.174,7.01,8.2
2,28-05-2010,19571,0,81.13,2.241,7.02,8.2
2,4/6/2010,21025,0,81.81,2.295,7.03,8.2
2,11/6/2010,20255,0,83.4,2.332,7.04,8.2
2,18-06-2010,20016,0,85.81,2.363,7.04,8.2
2,25-06-2010,19399,0,86.26,2.347,7.03,8.2
2,2/7/2010,20039,0,82.74,2.331,7.03,8.099
2,9/7/2010,18809,0,82.59,2.358,7.03,8.099
2,16-07-2010,18459,0,85.32,2.377,7.03,8.099
2,23-07-2010,17817,0,87.66,2.392,7.03,8.099
2,30-07-2010,18042,0,83.49,2.36,7.03,8.099
2,6/8/2010,19919,0,89.53,2.373,7.04,8.099
2,13-08-2010,18956,0,89.05,2.308,7.04,8.099
2,20-08-2010,19643,0,88.7,2.336,7.04,8.099
2,27-08-2010,18638,0,87.12,2.381,7.04,8.099
2,3/9/2010,19046,0,81.83,2.423,7.04,8.099
2,10/9/2010,18391,1,79.09,2.435,7.04,8.099
2,17-09-2010,17939,0,82.05,2.418,7.04,8.099
2,24-09-2010,17246,0,81.79,2.376,7.04,8.099
2,1/10/2010,18274,0,69.24,2.397,7.04,8.163
2,8/10/2010,18499,0,63.19,2.367,7.05,8.163
2,15-10-2010,17944,0,65.8,2.28,7.05,8.163
2,22-10-2010,17379,0,68.5,2.275,7.05,8.163
2,29-10-2010,18028,0,66.24,2.284,7.05,8.163
2,5/11/2010,19391,0,57.85,2.311,7.05,8.163
2,12/11/2010,19168,0,59.69,2.272,7.06,8.163
2,19-11-2010,19567,0,50.81,2.229,7.05,8.163
2,26-11-2010,26587,1,62.98,2.265,7.05,8.163
2,3/12/2010,20158,0,49.33,2.292,7.04,8.163
2,10/12/2010,23787,0,45.5,2.157,7.04,8.163
2,17-12-2010,26092,0,47.55,2.131,7.04,8.163
2,24-12-2010,34360,0,49.97,2.114,7.04,8.163
2,31-12-2010,17504,1,47.3,2.057,7.04,8.163
2,7/1/2011,17581,0,44.69,2.024,7.04,8.028
2,14-01-2011,17442,0,33.02,2.017,7.04,8.028
2,21-01-2011,17514,0,41.4,1.984,7.05,8.028
2,28-01-2011,16954,0,42.83,1.99,7.06,8.028
2,4/2/2011,19293,0,38.25,2.011,7.07,8.028
2,11/2/2011,21680,1,33.19,1.978,7.09,8.028
2,18-02-2011,20809,0,57.83,1.955,7.1,8.028
2,25-02-2011,18335,0,60.8,1.935,7.11,8.028
2,4/3/2011,19816,0,57.77,1.712,7.12,8.028
2,11/3/2011,18791,0,52.7,1.541,7.13,8.028
2,18-03-2011,19026,0,62.32,1.512,7.13,8.028
2,25-03-2011,17662,0,69.42,1.527,7.14,8.028
2,1/4/2011,18002,0,55.43,1.476,7.15,7.931
2,8/4/2011,18476,0,67,1.378,7.16,7.931
2,15-04-2011,18565,0,69.48,1.257,7.16,7.931
2,22-04-2011,18863,0,69.39,1.193,7.17,7.931
2,29-04-2011,17455,0,69.21,1.19,7.18,7.931
2,6/5/2011,18377,0,61.48,1.094,7.18,7.931
2,13-05-2011,18385,0,74.61,1.101,7.19,7.931
2,20-05-2011,16883,0,67.14,1.093,7.18,7.931
2,27-05-2011,17977,0,76.42,1.214,7.17,7.931
2,3/6/2011,19338,0,83.07,1.301,7.16,7.931
2,10/6/2011,19292,0,83.4,1.352,7.16,7.931
2,17-06-2011,19538,0,86.53,1.363,7.16,7.931
2,24-06-2011,17909,0,85.17,1.406,7.16,7.931
2,1/7/2011,18662,0,85.69,1.476,7.16,7.852
2,8/7/2011,18532,0,87.7,1.52,7.16,7.852
2,15-07-2011,17852,0,89.83,1.425,7.17,7.852
2,22-07-2011,17438,0,89.34,1.349,7.17,7.852
2,29-07-2011,16807,0,90.07,1.318,7.17,7.852
2,5/8/2011,18767,0,93.34,1.316,7.17,7.852
2,12/8/2011,18128,0,91.58,1.362,7.18,7.852
2,19-08-2011,18441,0,89.86,1.446,7.18,7.852
2,26-08-2011,18211,0,90.45,1.477,7.18,7.852
2,2/9/2011,18091,0,89.64,1.467,7.18,7.852
2,9/9/2011,17480,1,77.97,1.454,7.18,7.852
2,16-09-2011,16914,0,78.85,1.474,7.19,7.852
2,23-09-2011,16693,0,75.58,1.533,7.2,7.852
2,30-09-2011,16504,0,78.14,1.645,7.21,7.852
2,7/10/2011,18376,0,69.92,1.715,7.22,7.441
2,14-10-2011,17439,0,71.67,1.726,7.23,7.441
2,21-10-2011,18347,0,64.53,1.647,7.24,7.441
2,28-10-2011,17693,0,65.87,1.628,7.24,7.441
2,4/11/2011,19597,0,55.53,1.668,7.25,7.441
2,11/11/2011,19207,0,59.33,1.703,7.25,7.441
2,18-11-2011,19028,0,62.01,1.692,7.26,7.441
2,25-11-2011,26142,1,56.36,1.764,7.27,7.441
2,2/12/2011,19550,0,48.74,1.828,7.28,7.441
2,9/12/2011,22905,0,41.76,1.842,7.29,7.441
2,16-12-2011,24327,0,50.13,1.841,7.29,7.441
2,23-12-2011,32244,0,46.66,1.888,7.3,7.441
2,30-12-2011,18742,1,44.57,1.871,7.31,7.441
2,6/1/2012,17995,0,46.75,1.843,7.31,7.057
2,13-01-2012,17447,0,45.99,1.739,7.32,7.057
2,20-01-2012,17118,0,51.7,1.732,7.32,7.057
2,27-01-2012,16609,0,50.5,1.71,7.32,7.057
2,3/2/2012,19353,0,55.21,1.64,7.33,7.057
2,10/2/2012,21033,1,46.98,1.591,7.33,7.057
2,17-02-2012,21967,0,43.82,1.49,7.34,7.057
2,24-02-2012,18618,0,54.63,1.445,7.34,7.057
2,2/3/2012,19526,0,58.79,1.37,7.35,7.057
2,9/3/2012,19376,0,57.11,1.331,7.36,7.057
2,16-03-2012,19761,0,63.68,1.266,7.36,7.057
2,23-03-2012,17904,0,64.01,1.213,7.36,7.057
2,30-03-2012,18575,0,66.83,1.155,7.37,7.057
2,6/4/2012,21290,0,68.43,1.109,7.37,6.891
2,13-04-2012,19359,0,68.08,1.109,7.37,6.891
2,20-04-2012,18473,0,65.69,1.123,7.37,6.891
2,27-04-2012,17641,0,67.2,1.186,7.38,6.891
2,4/5/2012,19240,0,76.73,1.251,7.38,6.891
2,11/5/2012,19175,0,73.87,1.312,7.38,6.891
2,18-05-2012,20009,0,71.27,1.37,7.38,6.891
2,25-05-2012,19128,0,78.19,1.439,7.38,6.891
2,1/6/2012,19101,0,78.38,1.499,7.38,6.891
2,8/6/2012,20102,0,78.69,1.548,7.38,6.891
2,15-06-2012,19629,0,80.56,1.607,7.38,6.891
2,22-06-2012,18877,0,81.04,1.654,7.38,6.891
2,29-06-2012,18810,0,86.32,1.714,7.38,6.891
2,6/7/2012,20415,0,84.2,1.773,7.38,6.565
2,13-07-2012,18301,0,80.17,1.744,7.39,6.565
2,20-07-2012,18197,0,83.23,1.689,7.39,6.565
2,27-07-2012,17579,0,86.37,1.593,7.39,6.565
2,3/8/2012,19461,0,90.22,1.583,7.39,6.565
2,10/8/2012,18667,0,88.55,1.506,7.39,6.565
2,17-08-2012,19280,0,84.79,1.429,7.39,6.565
2,24-08-2012,18768,0,76.91,1.38,7.39,6.565
2,31-08-2012,19471,0,82.64,1.362,7.4,6.565
2,7/9/2012,18988,1,87.65,1.27,7.4,6.565
2,14-09-2012,18148,0,75.88,1.283,7.41,6.565
2,21-09-2012,18294,0,71.09,1.279,7.41,6.565
2,28-09-2012,17465,0,79.45,1.334,7.42,6.565
2,5/10/2012,19983,0,70.27,1.383,7.43,6.17
2,12/10/2012,19007,0,60.97,1.399,7.43,6.17
2,19-10-2012,18480,0,68.08,1.406,7.44,6.17
2,26-10-2012,18345,0,69.79,1.494,7.44,6.17
3,5/2/2010,4616,0,45.71,2.428,7.15,7.368
3,12/2/2010,4207,1,47.93,2.452,7.15,7.368
3,19-02-2010,4216,0,47.07,2.486,7.15,7.368
3,26-02-2010,4072,0,52.05,2.439,7.15,7.368
3,5/3/2010,4152,0,53.04,2.375,7.16,7.368
3,12/3/2010,3842,0,63.08,2.333,7.16,7.368
3,19-03-2010,3753,0,60.42,2.28,7.15,7.368
3,26-03-2010,3599,0,57.06,2.268,7.14,7.368
3,2/4/2010,4233,0,65.56,2.281,7.14,7.343
3,9/4/2010,4159,0,68,2.23,7.13,7.343
3,16-04-2010,3550,0,66.98,2.192,7.13,7.343
3,23-04-2010,3400,0,67.87,2.205,7.12,7.343
3,30-04-2010,3612,0,70.24,2.22,7.12,7.343
3,7/5/2010,3993,0,73.47,2.165,7.12,7.343
3,14-05-2010,3844,0,77.18,2.146,7.12,7.343
3,21-05-2010,3438,0,75.81,2.174,7.13,7.343
3,28-05-2010,3501,0,78.6,2.241,7.14,7.343
3,4/6/2010,3970,0,78.53,2.295,7.15,7.343
3,11/6/2010,3550,0,82.1,2.332,7.16,7.343
3,18-06-2010,3641,0,83.52,2.363,7.16,7.343
3,25-06-2010,3573,0,83.79,2.347,7.16,7.343
3,2/7/2010,3812,0,82.2,2.331,7.15,7.346
3,9/7/2010,3492,0,81.75,2.358,7.15,7.346
3,16-07-2010,3527,0,84.32,2.377,7.15,7.346
3,23-07-2010,3529,0,83.32,2.392,7.15,7.346
3,30-07-2010,3480,0,82.04,2.36,7.16,7.346
3,6/8/2010,4026,0,85.13,2.373,7.16,7.346
3,13-08-2010,3396,0,86.74,2.308,7.17,7.346
3,20-08-2010,3517,0,88.02,2.336,7.16,7.346
3,27-08-2010,3621,0,86.15,2.381,7.16,7.346
3,3/9/2010,3665,0,84.16,2.423,7.16,7.346
3,10/9/2010,3523,1,80.84,2.435,7.16,7.346
3,17-09-2010,3631,0,82.36,2.418,7.16,7.346
3,24-09-2010,3556,0,76.9,2.376,7.16,7.346
3,1/10/2010,3588,0,73.6,2.397,7.17,7.564
3,8/10/2010,3951,0,66.99,2.367,7.17,7.564
3,15-10-2010,3456,0,69.71,2.28,7.17,7.564
3,22-10-2010,3489,0,71.64,2.275,7.17,7.564
3,29-10-2010,3486,0,72.04,2.284,7.17,7.564
3,5/11/2010,4232,0,62.94,2.311,7.18,7.564
3,12/11/2010,3866,0,62.79,2.272,7.18,7.564
3,19-11-2010,3725,0,57.72,2.229,7.17,7.564
3,26-11-2010,5656,1,68.71,2.265,7.17,7.564
3,3/12/2010,4764,0,53.76,2.292,7.16,7.564
3,10/12/2010,4676,0,51.13,2.157,7.16,7.564
3,17-12-2010,4982,0,52.2,2.131,7.16,7.564
3,24-12-2010,6060,0,57.16,2.114,7.16,7.564
3,31-12-2010,3827,1,53.2,2.057,7.16,7.564
3,7/1/2011,3782,0,53.35,2.024,7.16,7.551
3,14-01-2011,3811,0,44.76,2.017,7.16,7.551
3,21-01-2011,3509,0,50.74,1.984,7.17,7.551
3,28-01-2011,3649,0,48.71,1.99,7.18,7.551
3,4/2/2011,4385,0,45.95,2.011,7.2,7.551
3,11/2/2011,4305,1,43.57,1.978,7.21,7.551
3,18-02-2011,4328,0,61.58,1.955,7.22,7.551
3,25-02-2011,3972,0,67.4,1.935,7.23,7.551
3,4/3/2011,4371,0,65.11,1.712,7.24,7.551
3,11/3/2011,4048,0,61.29,1.541,7.25,7.551
3,18-03-2011,3921,0,69.47,1.512,7.26,7.551
3,25-03-2011,3807,0,72.94,1.527,7.27,7.551
3,1/4/2011,3746,0,68.76,1.476,7.27,7.574
3,8/4/2011,3841,0,72.55,1.378,7.28,7.574
3,15-04-2011,3663,0,75.88,1.257,7.29,7.574
3,22-04-2011,3919,0,76.91,1.193,7.3,7.574
3,29-04-2011,3674,0,78.69,1.19,7.3,7.574
3,6/5/2011,4130,0,69.45,1.094,7.31,7.574
3,13-05-2011,3863,0,79.87,1.101,7.31,7.574
3,20-05-2011,3646,0,75.79,1.093,7.3,7.574
3,27-05-2011,3694,0,84.41,1.214,7.3,7.574
3,3/6/2011,3945,0,84.29,1.301,7.29,7.574
3,10/6/2011,3916,0,84.84,1.352,7.28,7.574
3,17-06-2011,4034,0,86.96,1.363,7.28,7.574
3,24-06-2011,3855,0,84.94,1.406,7.28,7.574
3,1/7/2011,3690,0,85.1,1.476,7.28,7.567
3,8/7/2011,3951,0,85.38,1.52,7.29,7.567
3,15-07-2011,3735,0,87.14,1.425,7.29,7.567
3,22-07-2011,3606,0,86.19,1.349,7.29,7.567
3,29-07-2011,3454,0,88.07,1.318,7.29,7.567
3,5/8/2011,4100,0,88.45,1.316,7.3,7.567
3,12/8/2011,3804,0,88.88,1.362,7.3,7.567
3,19-08-2011,3797,0,88.44,1.446,7.3,7.567
3,26-08-2011,3664,0,87.67,1.477,7.3,7.567
3,2/9/2011,3760,0,89.12,1.467,7.31,7.567
3,9/9/2011,3773,1,81.72,1.454,7.31,7.567
3,16-09-2011,3756,0,83.63,1.474,7.31,7.567
3,23-09-2011,3652,0,80.19,1.533,7.32,7.567
3,30-09-2011,3685,0,82.58,1.645,7.34,7.567
3,7/10/2011,4033,0,75.54,1.715,7.35,7.197
3,14-10-2011,3683,0,73.75,1.726,7.36,7.197
3,21-10-2011,3950,0,69.03,1.647,7.36,7.197
3,28-10-2011,3895,0,71.04,1.628,7.37,7.197
3,4/11/2011,4594,0,59.31,1.668,7.37,7.197
3,11/11/2011,4078,0,61.7,1.703,7.38,7.197
3,18-11-2011,3988,0,63.91,1.692,7.39,7.197
3,25-11-2011,5569,1,68,1.764,7.4,7.197
3,2/12/2011,4725,0,54.97,1.828,7.41,7.197
3,9/12/2011,4688,0,49.26,1.842,7.41,7.197
3,16-12-2011,5107,0,57.95,1.841,7.42,7.197
3,23-12-2011,5512,0,53.41,1.888,7.43,7.197
3,30-12-2011,4106,1,48.29,1.871,7.43,7.197
3,6/1/2012,3982,0,52.42,1.843,7.44,6.833
3,13-01-2012,3674,0,51.86,1.739,7.45,6.833
3,20-01-2012,3658,0,56.2,1.732,7.45,6.833
3,27-01-2012,3495,0,58.06,1.71,7.45,6.833
3,3/2/2012,4250,0,59.33,1.64,7.46,6.833
3,10/2/2012,4733,1,51.65,1.591,7.46,6.833
3,17-02-2012,4756,0,52.39,1.49,7.46,6.833
3,24-02-2012,4189,0,60.12,1.445,7.47,6.833
3,2/3/2012,4698,0,61.65,1.37,7.48,6.833
3,9/3/2012,4452,0,60.71,1.331,7.49,6.833
3,16-03-2012,4118,0,64,1.266,7.49,6.833
3,23-03-2012,4139,0,66.53,1.213,7.49,6.833
3,30-03-2012,4075,0,69.36,1.155,7.5,6.833
3,6/4/2012,5032,0,73.01,1.109,7.5,6.664
3,13-04-2012,4208,0,72.83,1.109,7.5,6.664
3,20-04-2012,4348,0,72.05,1.123,7.5,6.664
3,27-04-2012,3946,0,73.39,1.186,7.5,6.664
3,4/5/2012,4399,0,79.51,1.251,7.51,6.664
3,11/5/2012,4320,0,75.19,1.312,7.51,6.664
3,18-05-2012,4181,0,72.38,1.37,7.51,6.664
3,25-05-2012,4137,0,78.58,1.439,7.51,6.664
3,1/6/2012,4323,0,81.55,1.499,7.51,6.664
3,8/6/2012,4463,0,81.65,1.548,7.51,6.664
3,15-06-2012,4421,0,84.66,1.607,7.51,6.664
3,22-06-2012,4195,0,82.7,1.654,7.51,6.664
3,29-06-2012,4230,0,86.42,1.714,7.51,6.664
3,6/7/2012,4112,0,83.14,1.773,7.51,6.334
3,13-07-2012,4169,0,82.28,1.744,7.51,6.334
3,20-07-2012,4324,0,81.38,1.689,7.51,6.334
3,27-07-2012,3894,0,84.94,1.593,7.52,6.334
3,3/8/2012,4200,0,86.55,1.583,7.52,6.334
3,10/8/2012,3918,0,85.85,1.506,7.52,6.334
3,17-08-2012,3949,0,87.36,1.429,7.52,6.334
3,24-08-2012,4124,0,83.01,1.38,7.52,6.334
3,31-08-2012,4088,0,85.18,1.362,7.53,6.334
3,7/9/2012,4082,1,84.99,1.27,7.53,6.334
3,14-09-2012,4076,0,78.36,1.283,7.54,6.334
3,21-09-2012,4144,0,72.78,1.279,7.54,6.334
3,28-09-2012,3898,0,77.46,1.334,7.55,6.334
3,5/10/2012,4436,0,72.74,1.383,7.56,6.034
3,12/10/2012,4108,0,70.31,1.399,7.56,6.034
3,19-10-2012,4245,0,73.44,1.406,7.57,6.034
3,26-10-2012,4054,0,74.66,1.494,7.57,6.034
4,5/2/2010,21351,0,43.76,2.402,4.21,8.623
4,12/2/2010,21883,1,28.84,2.427,4.22,8.623
4,19-02-2010,20499,0,36.45,2.46,4.22,8.623
4,26-02-2010,19257,0,41.36,2.41,4.22,8.623
4,5/3/2010,19711,0,43.49,2.346,4.22,8.623
4,12/3/2010,18943,0,49.63,2.296,4.22,8.623
4,19-03-2010,18974,0,55.19,2.257,4.22,8.623
4,26-03-2010,17625,0,39.91,2.248,4.22,8.623
4,2/4/2010,19792,0,48.77,2.26,4.22,7.896
4,9/4/2010,18185,0,54.16,2.227,4.22,7.896
4,16-04-2010,18515,0,56.23,2.19,4.22,7.896
4,23-04-2010,18027,0,56.87,2.195,4.22,7.896
4,30-04-2010,18173,0,53.04,2.213,4.21,7.896
4,7/5/2010,20006,0,56.77,2.164,4.21,7.896
4,14-05-2010,18756,0,62.35,2.155,4.21,7.896
4,21-05-2010,19038,0,67.4,2.18,4.21,7.896
4,28-05-2010,18575,0,67.73,2.244,4.21,7.896
4,4/6/2010,19033,0,70.83,2.299,4.2,7.896
4,11/6/2010,18706,0,78.45,2.332,4.2,7.896
4,18-06-2010,19297,0,81.53,2.365,4.2,7.896
4,25-06-2010,18467,0,81.1,2.346,4.2,7.896
4,2/7/2010,18813,0,73.66,2.332,4.2,7.372
4,9/7/2010,18122,0,80.35,2.363,4.21,7.372
4,16-07-2010,18984,0,78.53,2.379,4.2,7.372
4,23-07-2010,18484,0,79.78,2.388,4.2,7.372
4,30-07-2010,17966,0,80.7,2.35,4.2,7.372
4,6/8/2010,19076,0,76.53,2.36,4.2,7.372
4,13-08-2010,20071,0,78.08,2.302,4.2,7.372
4,20-08-2010,19972,0,78.83,2.329,4.2,7.372
4,27-08-2010,18484,0,74.44,2.379,4.2,7.372
4,3/9/2010,19359,0,76.8,2.416,4.2,7.372
4,10/9/2010,18658,1,73.54,2.426,4.2,7.372
4,17-09-2010,19000,0,64.91,2.406,4.2,7.372
4,24-09-2010,18107,0,60.96,2.358,4.21,7.372
